record,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
7415,0.77,0.49,3,265,3,no,no,no,sales,medium
7416,0.71,0.79,4,261,3,no,no,no,sales,high
7417,0.2,0.38,6,212,6,no,no,no,sales,high
7418,0.99,0.57,4,216,3,no,no,no,sales,high
7419,0.77,0.57,4,238,3,no,no,no,sales,high
7420,0.8,0.56,2,204,3,no,no,no,sales,high
7421,0.97,0.5,4,216,2,no,no,no,sales,high
7422,0.89,0.53,4,208,3,no,no,no,sales,high
7423,0.97,0.7,4,218,2,no,no,no,sales,high
7424,0.23,0.99,5,176,4,yes,no,no,sales,low
7425,0.6,0.75,4,144,2,no,no,no,sales,low
7426,0.52,0.63,5,241,3,no,no,no,sales,low
7427,0.86,0.63,3,271,2,no,no,no,sales,low
7428,0.86,0.95,4,184,3,no,no,no,sales,low
7429,0.76,0.58,3,262,2,no,no,no,sales,low
7430,0.79,0.77,6,233,6,no,no,no,sales,low
7431,0.35,0.52,3,155,3,no,no,no,sales,low
7432,1.0,0.97,5,141,2,no,no,no,accounting,medium
7433,0.2,0.8,6,251,5,no,no,no,accounting,medium
7434,0.57,0.62,5,141,3,no,no,no,accounting,medium
7435,0.23,0.46,4,274,5,yes,no,no,hr,medium
7436,0.82,0.97,3,160,2,no,no,no,hr,medium
7437,0.98,0.8,3,166,2,no,no,no,hr,medium
7438,0.52,0.7,4,219,3,no,no,no,hr,medium
7439,0.96,0.61,4,158,6,no,no,no,technical,medium
7440,0.69,0.64,4,190,4,no,no,no,technical,medium
7441,0.92,0.77,5,191,2,no,no,no,technical,medium
7442,0.91,0.43,4,117,5,yes,no,no,technical,medium
7443,0.85,0.96,4,240,6,no,no,no,technical,medium
7444,0.91,0.77,4,239,2,no,no,no,technical,medium
7445,0.79,0.55,4,145,3,no,no,no,technical,medium
7446,0.74,0.95,3,157,4,no,no,no,technical,medium
7447,0.73,0.72,3,166,3,no,no,no,technical,medium
7448,0.55,0.98,4,137,2,no,no,no,technical,medium
7449,0.79,0.97,5,208,4,yes,no,no,technical,medium
7450,0.53,0.51,4,174,2,no,no,no,support,medium
7451,0.7,0.6,3,267,3,no,no,no,support,medium
7452,0.74,0.56,3,125,6,no,no,no,support,medium
7453,0.95,0.76,4,220,3,no,no,no,support,medium
7454,0.49,0.57,4,141,3,no,no,no,support,medium
7455,0.79,0.9,5,146,3,yes,no,no,support,high
7456,0.99,0.86,3,166,2,no,no,no,support,low
7457,0.56,0.79,4,197,2,no,no,no,support,medium
7458,0.7,0.79,4,240,2,no,no,no,support,medium
7459,0.93,0.65,4,258,3,no,no,no,support,medium
7460,0.46,0.66,6,229,3,no,no,no,support,medium
7461,0.24,0.61,5,252,4,no,no,no,technical,medium
7462,0.32,0.41,3,138,3,yes,no,no,technical,medium
7463,0.5,0.78,4,208,3,yes,no,no,technical,medium
7464,0.58,0.72,3,113,3,yes,no,no,management,medium
7465,0.83,0.81,4,209,4,no,no,no,IT,medium
7466,0.57,0.42,2,248,4,no,no,no,IT,medium
7467,0.51,0.83,5,161,3,no,no,no,IT,low
7468,0.65,0.96,2,246,2,yes,no,no,IT,low
7469,0.52,0.41,3,283,3,no,no,no,IT,low
7470,0.77,0.7,3,145,2,no,no,no,product_mng,low
7471,0.42,0.77,3,270,3,no,no,no,product_mng,low
7472,0.68,0.79,4,273,4,no,no,no,product_mng,low
7473,0.83,0.92,4,187,6,yes,no,no,product_mng,low
7474,0.66,0.63,3,166,3,no,no,no,IT,high
7475,0.75,0.57,3,158,2,yes,no,no,RandD,low
7476,0.65,0.48,4,229,3,no,no,no,RandD,high
7477,0.49,0.6,3,191,3,yes,no,no,RandD,high
7478,0.77,0.96,3,232,2,yes,no,no,RandD,low
7479,0.65,0.97,3,198,3,no,no,no,RandD,low
7480,0.65,0.49,5,238,4,no,no,no,marketing,high
7481,0.44,0.58,2,157,2,no,no,no,sales,low
7482,0.61,0.72,4,134,2,no,no,no,accounting,medium
7483,0.98,0.89,3,150,3,no,no,no,support,high
7484,0.68,0.88,5,256,2,no,no,no,technical,medium
7485,0.58,0.5,3,208,3,no,no,no,management,medium
7486,0.81,0.92,3,136,3,no,no,no,marketing,medium
7487,0.76,0.5,4,136,3,no,no,no,marketing,medium
7488,0.14,0.93,4,180,4,no,no,no,marketing,high
7489,0.49,0.91,3,227,3,no,no,no,sales,medium
7490,0.97,0.78,5,156,3,no,no,no,sales,medium
7491,0.91,0.6,4,133,4,yes,no,no,sales,medium
7492,0.15,0.98,2,96,2,no,no,no,sales,high
7493,0.82,0.63,3,171,3,no,no,no,sales,medium
7494,0.67,0.87,3,177,4,no,no,no,sales,high
7495,0.5,0.96,4,274,3,no,no,no,sales,low
7496,0.57,0.39,2,145,3,no,no,no,sales,medium
7497,0.99,0.94,5,221,2,no,no,no,sales,medium
7498,0.97,0.94,3,202,2,no,no,no,sales,medium
7499,0.93,0.58,5,238,2,no,no,no,sales,medium
7500,0.62,0.6,4,170,2,no,no,no,sales,low
7501,0.62,0.51,4,208,2,yes,no,no,sales,low
7502,0.96,0.61,4,199,3,no,no,no,sales,low
7503,0.98,0.96,4,253,3,no,no,no,sales,low
7504,0.52,0.57,4,239,3,no,no,no,sales,low
7505,0.56,0.77,5,279,4,no,no,no,sales,low
7506,0.14,0.41,6,114,3,no,no,no,sales,low
7507,0.29,0.38,6,105,5,no,no,no,sales,low
7508,0.76,0.81,4,193,3,yes,no,no,accounting,low
7509,0.39,0.58,3,152,3,yes,no,no,accounting,low
7510,0.96,0.72,4,228,2,no,no,no,accounting,high
7511,0.84,0.93,3,242,4,no,no,no,hr,low
7512,0.81,0.62,4,197,3,no,no,no,hr,low
7513,0.51,0.51,5,222,4,no,no,no,hr,low
7514,0.87,0.75,3,222,3,no,no,no,hr,low
7515,0.94,0.77,5,233,4,no,no,no,technical,high
7516,0.69,0.97,4,264,3,no,no,no,technical,low
7517,0.44,0.53,3,132,3,yes,no,no,technical,low
7518,0.85,0.55,5,182,3,no,no,no,technical,low
7519,0.18,0.86,6,264,3,no,no,no,technical,high
7520,0.91,0.74,6,253,2,no,no,no,technical,low
7521,0.81,0.83,3,193,3,no,no,no,technical,medium
7522,0.82,0.59,5,143,2,yes,no,no,technical,high
7523,0.48,0.79,3,180,2,no,no,no,technical,medium
7524,0.92,0.84,3,220,3,yes,no,no,technical,high
7525,0.94,0.88,5,150,4,no,no,no,technical,medium
7526,1.0,0.56,3,182,3,no,no,no,support,medium
7527,0.96,0.91,3,257,3,no,no,no,support,medium
7528,0.24,0.74,3,269,4,yes,no,no,support,medium
7529,0.62,0.89,5,243,3,no,no,no,support,medium
7530,0.55,0.76,4,257,3,no,no,no,support,medium
7531,0.82,0.52,5,233,2,no,no,no,support,medium
7532,0.62,0.56,4,267,4,no,no,no,support,medium
7533,0.61,0.69,4,160,2,yes,no,no,support,high
7534,0.72,0.52,3,143,4,yes,no,no,support,low
7535,0.45,0.76,4,143,2,yes,no,no,support,medium
7536,0.51,0.93,3,162,4,no,no,no,support,medium
7537,0.42,0.53,3,181,5,no,no,no,technical,medium
7538,0.69,0.64,3,286,3,no,no,no,technical,medium
7539,0.61,0.66,2,111,3,no,no,no,technical,medium
7540,0.5,0.98,5,177,4,no,no,no,management,medium
7541,0.25,0.68,4,279,5,yes,no,no,IT,medium
7542,0.88,0.89,4,135,3,no,no,no,IT,medium
7543,0.81,0.66,3,160,2,no,no,no,IT,medium
7544,0.75,0.77,3,178,4,no,no,no,IT,high
7545,0.77,0.8,3,147,3,no,no,no,IT,low
7546,0.55,0.72,3,204,2,no,no,no,product_mng,low
7547,0.7,0.73,5,151,2,no,no,no,product_mng,low
7548,0.96,0.78,3,209,2,no,no,no,product_mng,high
7549,0.18,0.73,6,225,4,no,no,no,product_mng,low
7550,0.22,0.62,6,142,3,no,no,no,IT,low
7551,0.95,0.49,3,158,2,no,no,no,RandD,low
7552,0.37,0.71,2,139,4,no,no,no,RandD,high
7553,0.84,0.45,3,263,2,no,no,no,RandD,low
7554,0.8,0.68,3,160,3,no,no,no,RandD,low
7555,0.57,0.55,2,173,2,no,no,no,RandD,low
7556,0.98,0.63,3,169,2,no,no,no,marketing,low
7557,0.95,0.62,3,161,3,no,no,no,sales,low
7558,0.8,0.65,4,172,3,yes,no,no,accounting,low
7559,0.52,0.7,3,257,3,no,no,no,support,low
7560,0.31,0.62,2,139,3,no,no,no,technical,medium
7561,0.71,0.59,5,245,2,no,no,no,management,medium
7562,0.71,0.85,3,260,3,no,no,no,marketing,medium
7563,0.5,0.96,5,229,4,no,no,no,marketing,medium
7564,0.95,0.9,2,129,5,no,no,no,marketing,medium
7565,0.95,0.77,3,184,4,no,no,no,sales,medium
7566,0.65,0.85,4,204,3,no,no,no,sales,medium
7567,0.94,0.72,3,152,2,yes,no,no,sales,medium
7568,0.72,0.85,4,142,3,no,no,no,sales,medium
7569,0.94,0.79,4,136,2,no,no,no,sales,medium
7570,0.79,0.94,4,216,4,no,no,no,sales,medium
7571,0.6,0.58,3,201,3,no,no,no,sales,medium
7572,0.62,0.76,4,163,3,no,no,no,sales,high
7573,0.94,0.74,4,224,5,no,no,no,sales,low
7574,0.24,0.5,4,209,3,no,no,no,sales,medium
7575,0.17,0.71,5,257,4,yes,no,no,sales,medium
7576,0.66,0.83,4,234,4,no,no,no,sales,medium
7577,0.65,0.56,3,221,2,no,no,no,sales,medium
7578,0.51,0.62,2,186,2,no,no,no,sales,low
7579,0.41,0.75,4,199,3,no,no,no,sales,low
7580,0.98,0.99,3,235,3,no,no,no,sales,low
7581,0.96,0.55,5,211,2,no,no,no,sales,low
7582,0.55,0.97,4,136,4,no,no,no,sales,low
7583,0.99,0.71,4,155,3,no,no,no,sales,low
7584,0.51,0.98,4,269,3,no,no,no,accounting,low
7585,0.74,0.9,3,285,3,no,no,no,accounting,low
7586,0.81,0.87,5,241,3,no,no,no,accounting,low
7587,0.51,0.87,3,180,4,no,no,no,hr,low
7588,0.53,0.55,5,224,2,yes,no,no,hr,low
7589,0.67,0.48,6,107,2,yes,no,no,hr,low
7590,0.68,0.64,2,167,2,no,no,no,hr,low
7591,0.69,0.63,3,137,3,no,no,no,technical,low
7592,0.71,0.65,4,239,3,no,no,no,technical,low
7593,0.64,0.56,3,239,3,no,no,no,technical,low
7594,0.62,0.58,3,148,2,yes,no,no,technical,low
7595,0.81,0.5,4,231,3,yes,no,no,technical,low
7596,0.84,0.54,4,179,2,no,no,no,technical,low
7597,1.0,0.67,3,181,2,no,no,no,technical,low
7598,0.72,0.73,5,184,4,yes,no,no,technical,low
7599,0.57,0.67,3,207,2,no,no,no,technical,medium
7600,0.73,0.99,4,152,4,no,no,no,technical,medium
7601,0.91,0.59,4,133,4,no,no,no,technical,medium
7602,0.98,0.85,4,178,3,no,no,no,support,medium
7603,0.58,0.95,4,173,3,no,no,no,support,medium
7604,0.73,0.52,2,113,5,yes,no,no,support,medium
7605,0.96,0.95,3,236,2,no,no,no,support,medium
7606,0.57,0.98,3,188,5,no,no,no,support,medium
7607,0.77,0.73,3,269,2,no,no,no,support,medium
7608,0.3,0.85,2,203,3,no,no,no,support,medium
7609,0.85,0.75,3,214,3,no,no,no,support,medium
7610,0.49,0.83,2,185,6,no,no,no,support,medium
7611,0.77,0.43,4,265,6,no,no,no,support,high
7612,1.0,0.99,4,184,4,no,no,no,support,low
7613,0.85,0.74,3,157,3,no,no,no,technical,medium
7614,0.87,0.75,3,258,3,no,no,no,technical,medium
7615,0.9,0.79,3,222,6,yes,no,no,technical,medium
7616,0.71,0.8,5,248,4,no,no,no,management,medium
7617,0.59,0.56,5,162,4,no,no,no,IT,low
7618,0.85,0.74,3,250,3,yes,no,no,IT,low
7619,0.72,0.82,4,231,3,no,no,no,IT,low
7620,0.73,0.65,3,165,3,no,no,no,IT,low
7621,0.9,0.54,3,272,2,no,no,no,IT,low
7622,0.59,0.65,4,177,2,no,no,no,product_mng,low
7623,0.52,0.9,3,133,3,no,no,no,product_mng,low
7624,0.85,0.49,4,159,3,no,no,no,product_mng,low
7625,0.35,0.4,3,130,3,no,no,no,product_mng,low
7626,0.7,0.68,3,185,4,no,no,no,IT,low
7627,0.58,0.86,3,182,3,no,no,no,RandD,low
7628,0.89,0.5,2,238,4,no,no,no,RandD,low
7629,0.54,0.63,3,211,3,no,no,no,RandD,low
7630,0.55,0.89,4,209,3,no,no,no,RandD,low
7631,0.77,0.62,5,190,3,no,no,no,RandD,low
7632,0.55,0.61,4,272,4,yes,no,no,marketing,low
7633,0.6,0.77,3,202,3,no,no,no,sales,low
7634,0.75,0.9,4,185,3,no,no,no,accounting,low
7635,0.57,0.88,3,176,3,no,no,no,support,low
7636,0.69,0.94,4,239,3,no,no,no,technical,low
7637,0.87,0.98,4,238,3,yes,no,no,management,low
7638,0.69,0.36,5,269,6,yes,no,no,marketing,medium
7639,0.58,0.92,3,232,5,no,no,no,marketing,medium
7640,0.87,0.64,2,148,6,yes,no,no,marketing,medium
7641,0.71,0.77,3,149,2,no,no,no,sales,medium
7642,0.74,0.78,4,203,2,no,no,no,sales,medium
7643,0.75,0.53,5,235,3,no,no,no,sales,medium
7644,0.5,0.54,2,269,2,yes,no,no,sales,medium
7645,0.59,0.86,4,260,2,no,no,no,sales,medium
7646,0.81,0.84,3,216,3,no,no,no,sales,medium
7647,0.34,0.55,3,136,2,yes,no,no,sales,medium
7648,0.53,0.87,5,158,3,no,no,no,sales,medium
7649,0.94,0.85,4,180,4,no,no,no,sales,medium
7650,0.76,0.77,5,133,2,no,no,no,sales,high
7651,0.2,0.58,5,199,4,no,no,no,sales,low
7652,0.97,0.67,3,169,2,yes,no,no,sales,medium
7653,0.96,0.72,3,195,2,no,no,no,sales,medium
7654,0.81,0.5,5,205,3,no,no,no,sales,medium
7655,0.2,0.48,4,156,4,yes,no,no,sales,medium
7656,0.53,0.71,3,125,2,yes,no,no,sales,low
7657,0.75,0.76,3,171,4,no,no,no,sales,low
7658,0.55,0.91,4,199,3,no,no,no,sales,low
7659,0.58,0.65,5,187,2,no,no,no,sales,low
7660,0.99,0.64,4,218,4,no,no,no,accounting,low
7661,0.96,0.86,4,268,3,no,no,no,accounting,low
7662,0.82,0.92,3,257,2,no,no,no,accounting,low
7663,0.88,0.77,4,224,5,yes,no,no,hr,low
7664,0.78,0.97,4,221,4,no,no,no,hr,low
7665,0.46,0.47,6,101,5,no,no,no,hr,low
7666,0.88,0.59,3,224,2,no,no,no,hr,low
7667,0.91,0.55,3,223,4,yes,no,no,technical,low
7668,0.6,0.68,4,271,4,no,no,no,technical,low
7669,0.82,0.51,3,210,2,no,no,no,technical,low
7670,0.67,0.56,4,241,3,no,no,no,technical,low
7671,0.55,0.61,3,209,3,no,no,no,technical,low
7672,0.73,0.62,5,186,4,no,no,no,technical,low
7673,0.59,0.68,4,273,2,no,no,no,technical,low
7674,0.4,0.65,6,172,2,yes,no,no,technical,low
7675,0.56,0.99,3,209,2,no,no,no,technical,low
7676,0.87,0.57,4,175,2,yes,no,no,technical,low
7677,0.5,0.53,5,239,3,no,no,no,technical,medium
7678,0.98,0.79,4,231,4,no,no,no,support,medium
7679,0.71,0.96,4,131,3,no,no,no,support,medium
7680,0.72,0.89,4,217,3,no,no,no,support,medium
7681,0.5,0.83,4,242,2,no,no,no,support,medium
7682,0.89,0.56,3,224,2,no,no,no,support,medium
7683,0.56,0.68,3,208,3,yes,no,no,support,medium
7684,0.32,0.55,4,167,5,no,no,no,support,medium
7685,0.96,0.88,5,269,2,no,no,no,support,medium
7686,0.67,0.92,4,156,2,no,no,no,support,medium
7687,0.26,0.7,3,238,6,no,no,no,support,medium
7688,0.51,0.9,5,193,4,no,no,no,support,medium
7689,0.16,0.78,4,196,5,no,no,no,technical,high
7690,0.77,0.71,5,233,2,no,no,no,technical,low
7691,0.67,0.52,2,152,5,no,no,no,technical,medium
7692,0.36,0.77,4,252,2,no,no,no,management,medium
7693,0.69,0.82,3,262,5,yes,no,no,IT,medium
7694,0.72,0.76,3,261,4,no,no,no,IT,medium
7695,0.72,0.81,4,144,2,no,no,no,IT,low
7696,0.88,0.95,4,234,3,no,no,no,IT,low
7697,0.91,0.55,2,234,2,no,no,no,IT,low
7698,0.96,0.6,4,170,2,yes,no,no,product_mng,low
7699,0.49,0.8,3,238,4,no,no,no,product_mng,low
7700,0.59,0.97,5,242,3,no,no,no,product_mng,low
7701,0.8,0.87,4,209,3,no,no,no,product_mng,low
7702,0.91,0.67,4,206,3,no,no,no,IT,low
7703,0.18,0.79,4,240,5,no,no,no,RandD,low
7704,0.94,0.58,5,215,2,no,no,no,RandD,low
7705,0.44,0.61,3,147,4,no,no,no,RandD,low
7706,0.96,0.59,2,265,2,no,no,no,RandD,low
7707,0.55,0.97,4,162,3,no,no,no,RandD,low
7708,0.99,0.54,4,239,3,no,no,no,marketing,low
7709,0.75,0.88,3,224,2,no,no,no,sales,low
7710,0.66,0.78,4,256,3,no,no,no,accounting,low
7711,0.96,0.57,3,263,3,no,no,no,support,low
7712,0.6,0.86,6,272,4,no,no,no,technical,low
7713,0.64,0.78,4,159,4,no,no,no,management,medium
7714,0.85,0.8,4,219,2,no,no,no,marketing,medium
7715,0.3,0.53,3,210,6,no,no,no,marketing,medium
7716,0.74,0.95,4,237,3,yes,no,no,marketing,medium
7717,0.14,0.8,5,226,3,no,no,no,sales,medium
7718,0.93,0.76,3,212,3,no,no,no,sales,medium
7719,0.75,0.48,3,250,5,no,no,no,sales,medium
7720,0.58,0.63,4,171,3,no,no,no,sales,medium
7721,0.59,0.6,3,149,4,no,no,no,sales,medium
7722,0.2,0.9,5,228,6,no,no,no,sales,medium
7723,1.0,0.84,3,215,2,no,no,no,sales,medium
7724,0.51,0.51,3,272,3,no,no,no,sales,medium
7725,0.16,0.72,4,192,6,no,no,no,sales,high
7726,0.77,0.56,5,226,4,no,no,no,sales,low
7727,0.61,0.47,2,149,3,no,no,no,sales,medium
7728,0.73,0.51,3,244,2,no,no,no,sales,medium
7729,0.52,0.85,4,193,3,no,no,no,sales,medium
7730,0.13,0.72,4,247,3,no,no,no,sales,medium
7731,0.73,0.62,3,181,3,no,no,no,sales,low
7732,0.39,0.68,2,137,3,yes,no,no,sales,low
7733,0.92,0.8,3,211,4,no,no,no,sales,low
7734,0.34,0.78,5,137,4,no,no,no,sales,low
7735,0.94,0.51,4,229,2,yes,no,no,sales,low
7736,0.82,0.65,4,168,3,no,no,no,accounting,low
7737,0.26,0.69,4,180,3,yes,no,no,accounting,low
7738,0.78,0.53,4,177,2,no,no,no,accounting,low
7739,0.61,0.95,4,191,2,no,no,no,hr,low
7740,0.5,0.53,3,191,2,yes,no,no,hr,low
7741,0.52,0.96,4,125,3,no,no,no,hr,low
7742,0.89,0.79,4,152,3,no,no,no,hr,low
7743,0.85,0.52,4,174,2,no,no,no,technical,low
7744,0.62,0.86,4,135,3,no,no,no,technical,low
7745,0.38,0.67,2,117,3,no,no,no,technical,low
7746,0.55,0.49,2,180,5,yes,no,no,technical,low
7747,0.83,0.84,4,146,3,no,no,no,technical,low
7748,0.62,0.65,3,249,3,no,no,no,technical,low
7749,0.6,0.54,3,136,3,yes,no,no,technical,low
7750,0.62,0.5,4,198,3,yes,no,no,technical,low
7751,0.23,0.88,5,201,3,no,no,no,technical,low
7752,0.13,0.74,6,132,4,yes,no,no,technical,medium
7753,0.96,0.63,4,142,4,no,no,no,technical,medium
7754,0.5,0.74,5,256,3,yes,no,no,support,medium
7755,0.66,0.72,3,135,2,no,no,no,support,medium
7756,0.61,0.72,4,209,2,no,no,no,support,medium
7757,0.45,0.48,5,287,5,no,no,no,support,medium
7758,0.5,0.95,4,222,3,yes,no,no,support,medium
7759,0.75,0.82,3,227,2,no,no,no,support,medium
7760,0.88,0.5,4,162,2,no,no,no,support,medium
7761,0.49,0.79,5,206,2,no,no,no,support,medium
7762,0.82,0.87,5,273,6,no,no,no,support,medium
7763,0.92,0.65,4,135,3,no,no,no,support,medium
7764,0.4,0.85,5,99,2,yes,no,no,support,high
7765,0.36,0.61,4,166,4,no,no,no,technical,low
7766,0.8,0.99,5,187,3,yes,no,no,technical,medium
7767,0.68,0.65,4,134,3,no,no,no,technical,medium
7768,0.54,0.45,4,137,3,yes,no,no,management,medium
7769,0.73,0.69,3,175,2,no,no,no,IT,medium
7770,0.64,0.49,5,188,2,no,no,no,IT,low
7771,0.12,0.39,5,161,4,no,no,no,IT,low
7772,0.6,0.7,4,145,6,no,no,no,IT,low
7773,0.36,0.62,4,111,6,no,no,no,IT,low
7774,0.63,0.76,3,176,2,no,no,no,product_mng,low
7775,0.67,0.94,2,192,3,no,no,no,product_mng,low
7776,0.83,0.9,3,179,2,yes,no,no,product_mng,low
7777,0.48,0.9,4,224,3,no,no,no,product_mng,low
7778,0.89,0.56,4,241,5,no,no,no,IT,low
7779,0.71,0.96,3,201,3,no,no,no,RandD,low
7780,0.31,0.59,4,138,2,no,no,no,RandD,low
7781,0.89,0.84,5,168,2,no,no,no,RandD,low
7782,0.38,0.51,2,120,3,no,no,no,RandD,low
7783,0.88,0.92,3,179,3,no,no,no,RandD,low
7784,0.64,0.85,3,250,3,no,no,no,marketing,low
7785,0.65,0.74,4,237,3,yes,no,no,sales,low
7786,0.65,0.81,4,192,3,no,no,no,accounting,low
7787,0.54,0.97,4,258,3,no,no,no,support,low
7788,0.69,0.76,4,257,4,no,no,no,technical,low
7789,0.77,0.78,2,271,3,no,no,no,management,low
7790,0.28,0.66,3,184,2,no,no,no,marketing,low
7791,0.33,0.4,6,214,6,no,no,no,marketing,medium
7792,0.83,0.68,4,198,3,no,no,no,marketing,medium
7793,0.89,0.73,3,274,2,no,no,no,sales,medium
7794,0.76,0.6,5,279,2,no,no,no,sales,medium
7795,0.83,0.64,5,272,2,no,no,no,sales,medium
7796,0.57,0.85,4,152,3,no,no,no,sales,medium
7797,0.61,0.89,2,287,4,no,no,no,sales,medium
7798,0.96,0.89,2,239,6,yes,no,no,sales,medium
7799,0.17,0.5,4,274,6,no,no,no,sales,medium
7800,0.61,0.6,4,121,2,no,no,no,sales,medium
7801,0.73,0.74,5,199,2,no,no,no,sales,medium
7802,0.3,0.39,3,175,3,no,no,no,sales,medium
7803,0.42,0.67,2,115,3,no,no,no,sales,high
7804,0.65,0.75,3,194,4,yes,no,no,sales,low
7805,0.17,0.45,2,119,3,no,no,no,sales,medium
7806,0.12,0.82,5,162,4,yes,no,no,sales,medium
7807,0.7,0.78,5,264,2,no,no,no,sales,medium
7808,0.87,0.88,3,179,2,no,no,no,sales,medium
7809,0.43,0.44,5,213,3,no,no,no,sales,low
7810,0.84,0.65,3,269,2,no,no,no,sales,low
7811,0.94,0.55,3,160,3,no,no,no,sales,low
7812,0.89,0.76,4,133,2,no,no,no,accounting,low
7813,0.69,0.75,5,201,3,no,no,no,accounting,low
7814,0.18,0.99,4,160,5,no,no,no,accounting,low
7815,0.98,0.69,3,274,3,no,no,no,hr,low
7816,0.3,0.88,5,245,4,no,no,no,hr,low
7817,0.51,0.53,3,237,3,no,no,no,hr,medium
7818,0.76,0.9,3,279,6,no,no,no,hr,medium
7819,0.67,0.96,4,207,3,no,no,no,technical,medium
7820,0.12,0.84,4,218,6,no,no,no,technical,medium
7821,0.42,0.41,5,240,2,no,no,no,technical,medium
7822,0.69,0.76,3,153,3,no,no,no,technical,medium
7823,0.63,0.96,3,144,2,no,no,no,technical,medium
7824,0.66,0.62,2,159,3,yes,no,no,technical,medium
7825,0.5,0.5,3,237,2,no,no,no,technical,medium
7826,0.67,0.82,5,148,2,yes,no,no,technical,medium
7827,0.59,0.62,4,205,3,no,no,no,technical,medium
7828,0.75,0.78,2,264,3,yes,no,no,technical,medium
7829,0.88,0.89,5,189,2,no,no,no,technical,medium
7830,0.99,0.75,3,243,3,no,no,no,support,medium
7831,0.44,0.42,2,199,2,no,no,no,support,medium
7832,0.65,0.78,4,205,2,no,no,no,support,medium
7833,0.88,0.63,3,184,4,no,no,no,support,medium
7834,0.58,0.79,2,274,4,no,no,no,support,medium
7835,0.99,0.9,4,181,3,no,no,no,support,medium
7836,0.76,0.71,3,205,2,no,no,no,support,medium
7837,0.14,0.98,5,172,5,no,no,no,support,medium
7838,0.57,0.86,3,164,2,no,no,no,support,medium
7839,0.52,0.82,3,138,2,yes,no,no,support,medium
7840,0.71,0.55,5,262,3,no,no,no,support,medium
7841,0.27,0.75,5,264,3,no,no,no,technical,medium
7842,0.49,0.52,3,225,2,no,no,no,technical,high
7843,0.59,0.5,3,199,2,no,no,no,technical,high
7844,0.24,0.65,6,210,5,no,no,no,management,high
7845,0.18,0.87,6,226,4,no,no,no,IT,high
7846,0.73,0.62,5,134,3,no,no,no,IT,high
7847,0.78,0.63,6,111,6,no,no,no,IT,high
7848,0.94,0.73,5,142,2,yes,no,no,IT,high
7849,0.86,0.53,3,213,3,no,no,no,IT,high
7850,0.97,0.88,4,139,2,no,no,no,product_mng,high
7851,0.49,0.54,3,145,3,no,no,no,product_mng,high
7852,0.82,0.48,4,149,6,no,no,no,product_mng,high
7853,0.86,0.64,4,147,2,yes,no,no,product_mng,high
7854,0.3,0.39,3,193,3,yes,no,no,IT,low
7855,0.7,0.38,4,270,2,no,no,no,RandD,low
7856,0.8,0.78,5,266,3,no,no,no,RandD,low
7857,0.36,0.63,2,278,4,no,no,no,RandD,low
7858,0.4,0.61,3,165,2,no,no,no,RandD,low
7859,0.8,0.58,4,175,2,no,no,no,RandD,low
7860,0.98,0.73,4,140,4,no,no,no,marketing,low
7861,0.92,0.67,3,149,3,no,no,no,sales,low
7862,0.68,1.0,3,205,4,no,no,no,accounting,low
7863,1.0,0.59,3,253,3,no,no,no,support,low
7864,0.8,0.54,3,222,4,no,no,no,technical,low
7865,0.85,0.69,4,216,4,no,no,no,management,low
7866,0.69,0.6,3,139,2,no,no,no,marketing,low
7867,0.57,0.52,4,252,2,no,no,no,marketing,low
7868,0.33,0.72,2,173,2,no,no,no,marketing,low
7869,0.19,0.48,6,178,3,yes,no,no,sales,medium
7870,0.5,0.63,3,160,2,no,no,no,sales,medium
7871,0.52,0.88,3,261,4,no,no,no,sales,medium
7872,0.13,0.52,6,188,3,no,no,no,sales,medium
7873,0.18,0.73,4,219,5,no,no,no,sales,medium
7874,0.86,0.64,4,263,3,no,no,no,sales,medium
7875,0.86,0.59,4,165,3,no,no,no,sales,medium
7876,0.16,0.76,6,218,6,no,no,no,sales,medium
7877,0.43,0.46,2,239,3,yes,no,no,sales,medium
7878,0.79,0.63,3,212,2,yes,no,no,sales,medium
7879,0.51,0.67,4,133,3,no,no,no,sales,medium
7880,0.83,0.55,5,250,3,yes,no,no,sales,medium
7881,0.61,0.45,3,114,3,no,no,no,sales,high
7882,0.65,0.57,3,168,2,no,no,no,sales,high
7883,0.95,0.83,4,252,2,no,no,no,sales,high
7884,0.63,0.64,5,189,4,no,no,no,sales,high
7885,0.72,0.6,3,265,2,yes,no,no,sales,high
7886,0.8,0.57,3,176,3,no,no,no,sales,high
7887,0.7,0.57,4,150,4,no,no,no,sales,high
7888,0.45,0.79,5,97,6,yes,no,no,accounting,high
7889,0.64,0.85,4,265,2,no,no,no,accounting,low
7890,0.94,0.48,4,260,4,no,no,no,accounting,low
7891,0.57,0.76,4,164,2,no,no,no,hr,low
7892,0.35,0.56,4,142,2,no,no,no,hr,low
7893,0.75,0.81,2,247,4,no,no,no,hr,low
7894,0.7,0.92,5,182,3,no,no,no,hr,low
7895,0.7,0.47,2,238,3,no,no,no,technical,low
7896,0.61,0.62,3,191,3,no,no,no,technical,low
7897,0.78,0.87,4,178,3,no,no,no,technical,medium
7898,0.97,0.77,4,208,2,no,no,no,technical,medium
7899,0.51,0.76,3,256,2,no,no,no,technical,medium
